0.186	0.641	0.173
0.0	0.0	0.0
0.0	0.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.207	0.431	0.362
0.134	0.704	0.162
0.434	0.566	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.386	0.614	0.0
0.0	1.0	0.0
0.0	0.0	0.0
0.091	0.909	0.0
0.306	0.694	0.0
0.0	1.0	0.0
0.0	0.0	0.0
0.145	0.503	0.352
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.524	0.476	0.0
0.0	0.0	0.0
0.0	0.794	0.206
0.259	0.741	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.531	0.469	0.0
0.0	1.0	0.0
0.333	0.667	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.565	0.435	0.0
0.0	1.0	0.0
0.0	0.0	0.0
0.5	0.5	0.0
0.57	0.43	0.0
0.0	0.0	0.0
0.348	0.652	0.0
0.0	0.601	0.399
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.101	0.507	0.391
0.0	0.823	0.177
0.156	0.706	0.138
0.0	1.0	0.0
0.0	1.0	0.0
0.376	0.624	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.857	0.143
0.0	1.0	0.0
0.0	0.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.209	0.514	0.277
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	1.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	1.0	0.0
0.0	0.0	0.0
0.0	0.339	0.661
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.233	0.767
0.0	1.0	0.0
0.0	0.0	0.0
0.0	0.649	0.351
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.737	0.263
0.0	0.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.508	0.492	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.406	0.594	0.0
0.0	0.828	0.172
0.0	1.0	0.0
0.0	1.0	0.0
0.0	0.0	0.0
0.0	0.69	0.31
0.0	1.0	0.0
0.0	0.639	0.361
0.0	1.0	0.0
0.0	0.628	0.372
0.0	1.0	0.0
0.0	1.0	0.0
0.0	0.615	0.385
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.337	0.438	0.226
0.0	1.0	0.0
0.185	0.815	0.0
0.615	0.385	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	0.786	0.214
0.0	1.0	0.0
0.095	0.305	0.6
0.0	0.671	0.329
0.128	0.562	0.31
0.0	0.347	0.653
0.0	1.0	0.0
0.0	0.637	0.363
0.0	0.885	0.115
0.0	1.0	0.0
0.0	0.732	0.268
0.0	0.499	0.501
0.0	1.0	0.0
0.0	0.507	0.493
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.439	0.561	0.0
0.0	0.822	0.178
0.0	0.615	0.385
0.0	0.0	0.0
0.059	0.721	0.22
0.0	1.0	0.0
0.0	0.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	0.727	0.273
0.0	1.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.263	0.737
0.0	1.0	0.0
0.0	1.0	0.0
0.0	0.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	0.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	0.773	0.227
0.0	0.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	0.76	0.24
0.0	1.0	0.0
0.0	0.0	0.0
0.0	1.0	0.0
0.0	0.0	0.0
0.0	0.658	0.342
0.0	1.0	0.0
0.0	0.759	0.241
0.0	0.444	0.556
0.0	1.0	0.0
0.448	0.552	0.0
0.0	0.476	0.524
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.306	0.694	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	0.345	0.655
0.279	0.721	0.0
0.0	0.0	0.0
0.0	1.0	0.0
0.0	0.4	0.6
0.0	1.0	0.0
0.0	1.0	0.0
0.0	0.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	1.0	0.0
0.0	0.578	0.422
0.0	1.0	0.0
0.0	1.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	1.0	0.0
0.0	0.345	0.655
0.0	1.0	0.0
0.0	0.714	0.286
0.259	0.741	0.0
0.0	1.0	0.0
0.636	0.364	0.0
0.241	0.58	0.179
0.0	0.0	0.0
0.0	0.496	0.504
0.0	0.0	0.0
0.261	0.522	0.217
0.0	1.0	0.0
0.0	1.0	0.0
0.276	0.553	0.171
0.459	0.541	0.0
0.0	0.0	0.0
0.0	0.312	0.688
0.0	0.417	0.583
0.0	1.0	0.0
0.113	0.709	0.177
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.136	0.864	0.0
0.0	0.345	0.655
0.0	0.727	0.273
0.0	0.615	0.385
0.0	0.0	0.0
0.0	0.0	0.0
0.0	1.0	0.0
0.225	0.775	0.0
0.39	0.61	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.365	0.346	0.288
0.0	0.706	0.294
0.0	1.0	0.0
0.198	0.689	0.113
0.0	0.0	0.0
0.425	0.575	0.0
0.0	0.417	0.583
0.0	0.0	0.0
0.0	1.0	0.0
0.0	0.714	0.286
0.0	0.0	0.0
0.211	0.789	0.0
0.049	0.951	0.0
0.0	1.0	0.0
0.133	0.542	0.325
0.238	0.346	0.416
0.239	0.761	0.0
0.0	0.379	0.621
0.0	0.433	0.567
0.0	1.0	0.0
0.0	1.0	0.0
0.0	0.0	0.0
0.085	0.915	0.0
0.0	0.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
